RMC1,1.1.2,Female,318.39,468.74,34,1,Glutamate,Cort,1,"2.3, 2.3, 2.4, 2.4, 2.5, 2.3"
RMC2,1.3.3,Female,38.59,352.81,34,1,Glutamate,Cort,1,"1.9, 1.9, 2.0, 1.9, 2.0, 2.1"
RMC3,2.1.2,Female,134.2,336.87,28,2,Glutamate,Cort,1,"1.3, 1.2, 1.1, <1, <1, 1.0"
RMC4,2.2.1,Female,93.84,503.7,28,2,Glutamate,Cort,1,"2.1, 2.1, 2.1, 2.2, 2.2, 2.1"
RMC5,2.3.2,Female,264.89,561.47,28,2,Glutamate,Cort,1,"1.7, 1.6, 1.6, 1.6, 1.7, 1.6"
RMC6,2.4.1,Female,87.3,411.79,28,2,Glutamate,Cort,1,"2.6, 2.6, 2.4, 2.4, 2.4, 2.4, 2.6"
RMC7,2.5.1,Female,96.51,933.62,28,2,Glutamate,Cort,1,"2.2, 2.0-2.6, 2.4, 2.5, 2.5, 2.5"
