letter,ID,amplitude,amplitude_se,time,num_events,frequency,cell,sex,X,Y,age,animal,synapses,treatment,category,R_a,notes,days_alone,animal_or_slicing_problems
RMA10A,Concatenate-RMA10A,13.86,0.71,13.33,14,2.8,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.26,0.37,13.42,11,2.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.1,0.63,13.5,13,2.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.5,0.95,13.58,8,1.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.2,0.58,13.67,8,1.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.51,0.41,13.75,6,1.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.66,0.74,13.83,8,1.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.95,1.34,13.92,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,15.49,1.24,14,8,1.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.38,0.46,14.08,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.28,0.3,14.17,8,1.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.51,0.95,14.25,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,14.39,0.91,14.33,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.53,1.6,14.42,6,1.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.63,0.35,14.5,10,2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,14.34,0.9,14.58,8,1.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.28,0.67,14.67,12,2.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.55,0.82,14.75,10,2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.21,0.4,14.83,11,2.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,14.4,1.14,14.92,5,1,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.54,0.38,15,13,2.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.47,0.29,15.08,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.74,0.75,15.17,8,1.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.82,0.88,15.25,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.71,0.54,15.33,11,2.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.82,0.53,15.42,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,14.74,1.71,15.5,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.08,1.02,15.58,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.58,1.18,15.67,8,1.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.12,0.66,15.75,10,2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,14.3,1.41,15.83,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.08,0.23,15.92,5,1,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,15.19,1.89,16,9,1.8,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.48,0.53,16.08,9,1.8,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.43,0.35,16.17,11,2.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.88,0.49,16.25,10,2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.33,0.76,16.33,5,1,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.99,0.69,16.42,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.77,0.95,16.5,9,1.8,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.41,0.38,16.58,9,1.8,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.64,0.59,16.67,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.55,1.34,16.75,5,1,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,15.12,1.09,16.83,9,1.8,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.66,0.8,16.92,4,0.8,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.33,0.43,17,13,2.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,14.65,2.54,17.08,3,0.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.21,0.23,17.17,9,1.8,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.51,0.73,17.25,4,0.8,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,11.67,0.27,17.33,8,1.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.41,0.34,17.42,6,1.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.5,0.66,17.5,8,1.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,14.42,0.89,17.58,8,1.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.69,0.55,17.67,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,11.6,0.43,17.75,4,0.8,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.33,0.59,17.83,5,1,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.89,0.71,17.92,8,1.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.31,0.85,18,10,2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.12,0.39,18.08,4,0.8,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.18,1.48,18.17,5,1,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,15.41,1.01,18.25,4,0.8,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.73,0.84,18.33,6,1.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,14.04,0,18.42,2,0.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,14.8,1.04,18.5,8,1.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,15.46,1.54,18.58,9,1.8,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.57,0.71,18.67,5,1,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,11.29,0.18,18.75,4,0.8,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.33,0.76,18.83,6,1.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.03,0.26,18.92,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.82,0.62,19,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.33,1.19,19.08,6,1.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.51,1.23,19.17,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.99,0.65,19.25,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.57,0.41,19.33,5,1,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.43,1.83,19.42,3,0.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.55,1.15,19.5,5,1,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.31,0.76,19.58,6,1.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.64,0.89,19.67,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.21,0,19.75,1,0.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.92,0.53,19.83,6,1.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,11.6,0,19.92,2,0.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.82,0,20,2,0.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.94,1.08,20.08,5,1,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12,0.34,20.17,6,1.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.94,0.69,20.25,6,1.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,14.14,1.09,20.33,6,1.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.61,0.97,20.42,6,1.2,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.21,0.93,20.5,3,0.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.05,0.72,20.58,4,0.8,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.67,0.79,20.67,5,1,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.08,0.69,20.75,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,12.47,0.72,20.83,7,1.4,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,14.28,0.71,20.92,5,1,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
RMA10A,Concatenate-RMA10A,13.19,0.5,21,13,2.6,9.3.4,Female,234.18,615.7,37,9,Glutamate,AM251,2,"2.3, 2.1, 2.3, 2.3, 2.2, 2.3",,0,acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others
