letter,ID,amplitude,amplitude_se,time,num_events,frequency,cell,sex,X,Y,age,animal,synapses,treatment,category,R_a,notes,days_alone,animal_or_slicing_problems
RMA7A,Concatenate-RMA7A,17.72,1.06,19.42,27,5.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,19.59,1.61,19.5,20,4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,17.7,0.85,19.58,27,5.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.93,0.64,19.67,20,4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,17.09,1.24,19.75,16,3.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,18.59,1.53,19.83,24,4.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,16.37,1.39,19.92,28,5.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.34,1.04,20,24,4.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,16.17,1.1,20.08,20,4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,16.19,1.21,20.17,19,3.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.29,1.07,20.25,17,3.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.55,0.62,20.33,24,4.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,16,1.52,20.42,18,3.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.46,0.92,20.5,21,4.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.36,0.67,20.58,19,3.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,16.17,0.75,20.67,20,4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,17.18,1.35,20.75,26,5.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,18.14,1.38,20.83,18,3.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,16.42,0.93,20.92,19,3.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,16.48,0.96,21,19,3.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,17.44,1.2,21.08,19,3.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.65,0.76,21.17,13,2.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.08,1.64,21.25,10,2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.84,0.83,21.33,13,2.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.04,0.7,21.42,10,2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.31,1.38,21.5,11,2.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.17,0.98,21.58,14,2.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.97,0.71,21.67,21,4.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.23,0.64,21.75,13,2.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.95,0.82,21.83,18,3.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,16.56,1.09,21.92,15,3,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.65,0.92,22,14,2.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.13,0.9,22.08,13,2.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,17.26,2.91,22.17,11,2.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.47,0.53,22.25,14,2.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.3,1.09,22.33,14,2.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,16.14,1.06,22.42,16,3.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,17.48,1.33,22.5,14,2.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.81,0.68,22.58,15,3,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.2,0.54,22.67,11,2.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.8,0.59,22.75,12,2.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,16.6,1.71,22.83,10,2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,19.19,3.18,22.92,9,1.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.67,1.62,23,6,1.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.22,0.94,23.08,18,3.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.18,0.78,23.17,15,3,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.98,1.06,23.25,10,2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.91,1.68,23.33,7,1.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.19,0.98,23.42,8,1.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.65,0.69,23.5,19,3.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,19.41,2.92,23.58,10,2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,16.48,1.55,23.67,6,1.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,16.25,1,23.75,8,1.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.73,0.58,23.83,6,1.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.76,0.77,23.92,11,2.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.46,1.04,24,12,2.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.37,0.49,24.08,10,2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,16.33,1.65,24.17,12,2.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.8,1.06,24.25,8,1.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.29,0.57,24.33,9,1.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.65,0.8,24.42,8,1.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.39,1.22,24.5,7,1.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.89,0.38,24.58,8,1.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.55,0.93,24.67,12,2.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.89,0.98,24.75,4,0.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.34,0.86,24.83,7,1.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,18.62,5.09,24.92,4,0.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.83,0.75,25,9,1.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.26,2.48,25.08,6,1.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,16.62,1.25,25.17,9,1.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.83,0.67,25.25,9,1.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.77,1.25,25.33,6,1.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,16.11,1.74,25.42,10,2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.39,0.82,25.5,7,1.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.87,2.01,25.58,7,1.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.17,0.6,25.67,9,1.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.43,1.27,25.75,3,0.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.3,1.52,25.83,7,1.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,17.4,2.68,25.92,8,1.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.26,1.65,26,5,1,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,18.62,0,26.08,2,0.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,17.4,2.58,26.17,8,1.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.86,0.51,26.25,7,1.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.89,1.01,26.33,4,0.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.18,0.66,26.42,10,2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.11,0.77,26.5,9,1.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.58,1.01,26.58,4,0.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,12.66,0.72,26.67,4,0.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,17.58,2.34,26.75,5,1,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,16.24,0.15,26.83,5,1,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.12,0.58,26.92,4,0.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.4,1.04,27,10,2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.53,0.83,27.08,10,2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,17.77,2.26,27.17,9,1.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.87,0.67,27.25,11,2.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.65,0.56,27.33,16,3.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.77,0.98,27.42,15,3,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.2,1.01,27.5,11,2.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.21,0.5,27.58,11,2.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.26,0.85,27.67,13,2.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.7,0.75,27.75,9,1.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.65,0.6,27.83,14,2.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.39,0.79,27.92,19,3.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.28,0.78,28,15,3,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.43,0.35,28.08,11,2.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.87,0.51,28.17,14,2.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.5,1.17,28.25,15,3,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.26,0.42,28.33,11,2.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.31,1.1,28.42,13,2.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.99,0.83,28.5,12,2.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.22,1.02,28.58,17,3.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.17,1.54,28.67,9,1.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.26,0.5,28.75,15,3,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.95,0.93,28.83,14,2.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.17,0.82,28.92,9,1.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.65,1.17,29,14,2.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.56,1.5,29.08,8,1.6,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,17.36,1.91,29.17,9,1.8,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.73,0.84,29.25,6,1.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,15.5,0.78,29.33,10,2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.08,0.4,29.42,7,1.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,14.47,1.03,29.5,7,1.4,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
RMA7A,Concatenate-RMA7A,13.73,0.66,29.58,6,1.2,8.1.4,Female,41.26,262.25,30,8,Glutamate,AM251,2,"1.7, 1.8, 1.8, 1.9, 2.3, 2.1",currents go down before Ra increases,0,
