"letter	ID	amplitude	amplitude_se	time	num_events	frequency	cell	sex	X	Y	age	animal	synapses	treatment	category	R_a	notes	days_alone	animal_or_slicing_problems",,,,,,,,,,,,,,,,
RMN2,Concatenate-RMN2,28.41,3.44,12.08,22,4.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.04,2.08,12.17,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.4,1.98,12.25,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,23.57,1.58,12.33,18,3.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.74,3.8,12.42,15,3,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,22.86,1.52,12.5,24,4.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.63,2.79,12.58,19,3.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.81,3.04,12.67,23,4.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.11,1.47,12.75,30,6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.78,2.13,12.83,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.18,1.83,12.92,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.35,1.41,13,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,23.78,1.32,13.08,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.8,2.43,13.17,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.8,2.84,13.25,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.64,2.74,13.33,17,3.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.57,1.73,13.42,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.77,3.4,13.5,22,4.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.42,1.75,13.58,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33.3,3.18,13.67,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.42,3.3,13.75,24,4.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,22.26,1.43,13.83,21,4.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.2,3.07,13.92,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.52,1.81,14,23,4.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.68,2.2,14.08,19,3.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.28,3.69,14.17,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.81,2.3,14.25,14,2.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.77,2.44,14.33,23,4.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.08,2.37,14.42,23,4.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.03,2.61,14.5,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.82,2.67,14.58,18,3.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.21,2.07,14.67,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.84,2.84,14.75,18,3.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,34.28,4.19,14.83,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33.36,3.69,14.92,23,4.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.8,2.08,15,21,4.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33.36,2.28,15.08,23,4.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.05,2.02,15.17,30,6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,34.82,1.77,15.25,22,4.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.94,1.79,15.33,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,36.99,2.15,15.42,18,3.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33.46,2.17,15.5,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33.19,2.24,15.58,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.05,2.07,15.67,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.45,1.2,15.75,30,6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33.67,2,15.83,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.69,1.88,15.92,23,4.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.86,1.76,16,30,6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.75,2.32,16.08,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.3,2.02,16.17,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.98,1.98,16.25,30,6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.11,1.83,16.33,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,36.23,2.46,16.42,37,7.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,35.45,3.52,16.5,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,35.79,3.5,16.58,30,6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,34.73,3.88,16.67,21,4.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.7,2.06,16.75,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.25,1.65,16.83,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.38,1.9,16.92,32,6.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33,2.35,17,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.05,1.93,17.08,21,4.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.02,1.9,17.17,22,4.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,34.63,4.54,17.25,19,3.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.3,1.65,17.33,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.92,2.33,17.42,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33.22,1.81,17.5,21,4.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.96,1.68,17.58,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.24,1.91,17.67,21,4.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,38.89,4.53,17.75,21,4.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.88,2.92,17.83,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.01,1.44,17.92,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.03,1.82,18,36,7.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.02,2.18,18.08,22,4.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,23.6,2.21,18.17,21,4.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.77,1.85,18.25,23,4.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,24.28,1.42,18.33,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.12,2.65,18.42,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.53,3.1,18.5,18,3.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.88,2.02,18.58,23,4.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.17,2.22,18.67,24,4.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,23.4,1.19,18.75,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.97,3.45,18.83,30,6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.58,4.03,18.92,22,4.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,25.96,2.19,19,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.94,2.06,19.08,22,4.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.73,1.96,19.17,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,23.69,1.1,19.25,22,4.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.92,2.07,19.33,24,4.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,24.87,1.45,19.42,24,4.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.71,2.03,19.5,21,4.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.22,2.01,19.58,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.72,2.99,19.67,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,22.71,1.39,19.75,24,4.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.66,2.92,19.83,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33.99,4.26,19.92,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.05,1.94,20,21,4.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33.33,2.6,20.08,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,35.2,2.77,20.17,18,3.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33.94,2.89,20.25,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.96,2.26,20.33,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.91,1.5,20.42,24,4.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,33.96,1.52,20.5,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,34.04,2.57,20.58,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.59,1.94,20.67,23,4.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.2,2.72,20.75,17,3.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.8,1.73,20.83,30,6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.48,3.06,20.92,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.79,2.1,21,20,4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.97,1.92,21.08,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.61,1.96,21.17,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,45.95,10.81,21.25,7,1.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,37.54,5.79,21.33,14,2.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.58,1.96,21.42,24,4.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.15,2.03,21.5,30,6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,34.64,3.79,21.58,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.95,2.61,21.67,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.8,2.32,21.75,26,5.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.26,2.25,21.83,37,7.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.09,1.98,21.92,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.34,1.24,22,37,7.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.01,2.71,22.08,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.27,1.2,22.17,28,5.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.09,2.27,22.25,27,5.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.45,1.62,22.33,37,7.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.85,1.33,22.42,33,6.6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,31.33,1.7,22.5,34,6.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.48,1.26,22.58,30,6,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.25,1.42,22.67,32,6.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.18,1.82,22.75,29,5.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.63,0.81,22.83,37,7.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.22,0.95,22.92,37,7.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,26.22,0.97,23,41,8.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.13,1.69,23.08,25,5,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.63,1.28,23.17,42,8.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.03,1.48,23.25,34,6.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,32.76,2.63,23.33,42,8.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,30.12,3.24,23.42,35,7,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,28.94,1.43,23.5,41,8.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.15,1.12,23.58,37,7.4,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.33,1.46,23.67,34,6.8,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,27.8,1.45,23.75,35,7,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
RMN2,Concatenate-RMN2,29.61,1.92,23.83,31,6.2,2.3.1,Female,101.75,394.67,39,NA,Glutamate,Control,1,"1.6, 1.4, 1.4, 1.5, 1.5, 5.5"
