"letter","ID","P1","P2","time","cell","sex","X","Y","age","animal","synapses","treatment","category","R_a","notes","days_alone","animal_or_slicing_problems","PPR","interval","baseline_range","baseline_mean","P1_transformed","P2_transformed","state"
"RMA3","2025_05_16_0004",72.01,47.59,0,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.66,"t0to5",TRUE,55.05,130.82,86.45,"Baseline"
"RMA3","2025_05_16_0004",66.28,28.44,0.08,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.43,"t0to5",TRUE,55.05,120.41,51.66,"Baseline"
"RMA3","2025_05_16_0004",73.92,44.02,0.17,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.6,"t0to5",TRUE,55.05,134.29,79.97,"Baseline"
"RMA3","2025_05_16_0004",78.41,17.99,0.25,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.23,"t0to5",TRUE,55.05,142.44,32.68,"Baseline"
"RMA3","2025_05_16_0004",41.11,19.75,0.33,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.48,"t0to5",TRUE,55.05,74.68,35.88,"Baseline"
"RMA3","2025_05_16_0004",43.15,33.38,0.42,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.77,"t0to5",TRUE,55.05,78.39,60.64,"Baseline"
"RMA3","2025_05_16_0004",33.63,45.23,0.5,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.34,"t0to5",TRUE,55.05,61.09,82.17,"Baseline"
"RMA3","2025_05_16_0004",59.08,43.82,0.58,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.74,"t0to5",TRUE,55.05,107.33,79.6,"Baseline"
"RMA3","2025_05_16_0004",64.35,35.06,0.67,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.54,"t0to5",TRUE,55.05,116.9,63.69,"Baseline"
"RMA3","2025_05_16_0004",51.45,40.46,0.75,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.79,"t0to5",TRUE,55.05,93.47,73.5,"Baseline"
"RMA3","2025_05_16_0004",78.68,17.03,0.83,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.22,"t0to5",TRUE,55.05,142.93,30.94,"Baseline"
"RMA3","2025_05_16_0004",72.78,34.33,0.92,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.47,"t0to5",TRUE,55.05,132.21,62.36,"Baseline"
"RMA3","2025_05_16_0004",69.48,38.97,1,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.56,"t0to5",TRUE,55.05,126.22,70.79,"Baseline"
"RMA3","2025_05_16_0004",92.93,59.36,1.08,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.64,"t0to5",TRUE,55.05,168.82,107.84,"Baseline"
"RMA3","2025_05_16_0004",72.2,29.47,1.17,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.41,"t0to5",TRUE,55.05,131.16,53.54,"Baseline"
"RMA3","2025_05_16_0004",80.62,34.24,1.25,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.42,"t0to5",TRUE,55.05,146.46,62.2,"Baseline"
"RMA3","2025_05_16_0004",71.75,22.92,1.33,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.32,"t0to5",TRUE,55.05,130.34,41.64,"Baseline"
"RMA3","2025_05_16_0004",31.36,39.91,1.42,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.27,"t0to5",TRUE,55.05,56.97,72.5,"Baseline"
"RMA3","2025_05_16_0004",62.42,29.46,1.5,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.47,"t0to5",TRUE,55.05,113.39,53.52,"Baseline"
"RMA3","2025_05_16_0004",27.7,8.17,1.58,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.29,"t0to5",TRUE,55.05,50.32,14.84,"Baseline"
"RMA3","2025_05_16_0004",80.06,8.65,1.67,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.11,"t0to5",TRUE,55.05,145.44,15.71,"Baseline"
"RMA3","2025_05_16_0004",48.97,66.67,1.75,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.36,"t0to5",TRUE,55.05,88.96,121.11,"Baseline"
"RMA3","2025_05_16_0004",43.56,22.2,1.83,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.51,"t0to5",TRUE,55.05,79.13,40.33,"Baseline"
"RMA3","2025_05_16_0004",60.67,27.1,1.92,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.45,"t0to5",TRUE,55.05,110.21,49.23,"Baseline"
"RMA3","2025_05_16_0004",55.73,9.35,2,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.17,"t0to5",TRUE,55.05,101.24,16.99,"Baseline"
"RMA3","2025_05_16_0004",42.75,73.27,2.08,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.71,"t0to5",TRUE,55.05,77.66,133.1,"Baseline"
"RMA3","2025_05_16_0004",23,59.01,2.17,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,2.57,"t0to5",TRUE,55.05,41.78,107.2,"Baseline"
"RMA3","2025_05_16_0004",38.38,53.64,2.25,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.4,"t0to5",TRUE,55.05,69.72,97.44,"Baseline"
"RMA3","2025_05_16_0004",52.02,22.73,2.33,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.44,"t0to5",TRUE,55.05,94.5,41.29,"Baseline"
"RMA3","2025_05_16_0004",45.15,29.28,2.42,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.65,"t0to5",TRUE,55.05,82.02,53.19,"Baseline"
"RMA3","2025_05_16_0004",48.89,54.39,2.5,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.11,"t0to5",TRUE,55.05,88.81,98.81,"Baseline"
"RMA3","2025_05_16_0004",84.67,21.8,2.58,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.26,"t0to5",TRUE,55.05,153.81,39.6,"Baseline"
"RMA3","2025_05_16_0004",62.79,42.65,2.67,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.68,"t0to5",TRUE,55.05,114.07,77.48,"Baseline"
"RMA3","2025_05_16_0004",38.24,25.43,2.75,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.67,"t0to5",TRUE,55.05,69.47,46.2,"Baseline"
"RMA3","2025_05_16_0004",78.77,17.73,2.83,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.23,"t0to5",TRUE,55.05,143.1,32.21,"Baseline"
"RMA3","2025_05_16_0004",62.84,17.07,2.92,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.27,"t0to5",TRUE,55.05,114.16,31.01,"Baseline"
"RMA3","2025_05_16_0004",21.98,45.78,3,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,2.08,"t0to5",TRUE,55.05,39.93,83.17,"Baseline"
"RMA3","2025_05_16_0004",82.69,45.46,3.08,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.55,"t0to5",TRUE,55.05,150.22,82.58,"Baseline"
"RMA3","2025_05_16_0004",72.74,17.8,3.17,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.24,"t0to5",TRUE,55.05,132.14,32.34,"Baseline"
"RMA3","2025_05_16_0004",53.65,13.36,3.25,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.25,"t0to5",TRUE,55.05,97.46,24.27,"Baseline"
"RMA3","2025_05_16_0004",29.68,34.57,3.33,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.16,"t0to5",TRUE,55.05,53.92,62.8,"Baseline"
"RMA3","2025_05_16_0004",62.94,33.64,3.42,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.53,"t0to5",TRUE,55.05,114.34,61.11,"Baseline"
"RMA3","2025_05_16_0004",77.72,30.11,3.5,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.39,"t0to5",TRUE,55.05,141.19,54.7,"Baseline"
"RMA3","2025_05_16_0004",41.41,29.2,3.58,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.71,"t0to5",TRUE,55.05,75.23,53.05,"Baseline"
"RMA3","2025_05_16_0004",52.12,29.54,3.67,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.57,"t0to5",TRUE,55.05,94.68,53.66,"Baseline"
"RMA3","2025_05_16_0004",49.04,32.57,3.75,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.66,"t0to5",TRUE,55.05,89.09,59.17,"Baseline"
"RMA3","2025_05_16_0004",34.36,27.65,3.83,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.8,"t0to5",TRUE,55.05,62.42,50.23,"Baseline"
"RMA3","2025_05_16_0004",28.66,22.56,3.92,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.79,"t0to5",TRUE,55.05,52.06,40.98,"Baseline"
"RMA3","2025_05_16_0004",71.96,23.13,4,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.32,"t0to5",TRUE,55.05,130.72,42.02,"Baseline"
"RMA3","2025_05_16_0004",49.52,23.88,4.08,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.48,"t0to5",TRUE,55.05,89.96,43.38,"Baseline"
"RMA3","2025_05_16_0004",60.86,27.29,4.17,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.45,"t0to5",TRUE,55.05,110.56,49.58,"Baseline"
"RMA3","2025_05_16_0004",48.21,31.73,4.25,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.66,"t0to5",TRUE,55.05,87.58,57.64,"Baseline"
"RMA3","2025_05_16_0004",68.26,47.51,4.33,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.7,"t0to5",TRUE,55.05,124,86.31,"Baseline"
"RMA3","2025_05_16_0004",80.77,23.39,4.42,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.29,"t0to5",TRUE,55.05,146.73,42.49,"Baseline"
"RMA3","2025_05_16_0004",58.6,23.2,4.5,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.4,"t0to5",TRUE,55.05,106.45,42.15,"Baseline"
"RMA3","2025_05_16_0004",15.06,50.46,4.58,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,3.35,"t0to5",TRUE,55.05,27.36,91.67,"Baseline"
"RMA3","2025_05_16_0004",37.46,31.97,4.67,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.85,"t0to5",TRUE,55.05,68.05,58.08,"Baseline"
"RMA3","2025_05_16_0004",17.07,10.35,4.75,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.61,"t0to5",TRUE,55.05,31.01,18.8,"Baseline"
"RMA3","2025_05_16_0004",45.73,29.86,4.83,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.65,"t0to5",TRUE,55.05,83.07,54.24,"Baseline"
"RMA3","2025_05_16_0004",46.91,49.35,4.92,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.05,"t0to5",TRUE,55.05,85.22,89.65,"Baseline"
"RMA3","concatenate175",40.67,23.58,5,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.58,"t0to5",TRUE,55.05,73.88,42.84,"Baseline"
"RMA3","concatenate175",9.9,15.4,20.08,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.56,"t20to25",FALSE,55.05,17.98,27.98,"Post-modification"
"RMA3","concatenate175",13.78,30.26,20.17,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,2.2,"t20to25",FALSE,55.05,25.03,54.97,"Post-modification"
"RMA3","concatenate175",9.94,11.77,20.25,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.18,"t20to25",FALSE,55.05,18.06,21.38,"Post-modification"
"RMA3","concatenate175",14.94,27.75,20.42,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.86,"t20to25",FALSE,55.05,27.14,50.41,"Post-modification"
"RMA3","concatenate175",11.21,36.24,20.5,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,3.23,"t20to25",FALSE,55.05,20.36,65.83,"Post-modification"
"RMA3","concatenate175",10.66,19.2,20.58,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.8,"t20to25",FALSE,55.05,19.37,34.88,"Post-modification"
"RMA3","concatenate175",13.71,13.71,20.67,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1,"t20to25",FALSE,55.05,24.91,24.91,"Post-modification"
"RMA3","concatenate175",17.88,33.14,20.75,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.85,"t20to25",FALSE,55.05,32.48,60.2,"Post-modification"
"RMA3","concatenate175",7.69,9.52,20.83,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.24,"t20to25",FALSE,55.05,13.97,17.29,"Post-modification"
"RMA3","concatenate175",7.92,35.99,20.92,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,4.54,"t20to25",FALSE,55.05,14.39,65.38,"Post-modification"
"RMA3","concatenate175",40.22,18.25,21,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.45,"t20to25",FALSE,55.05,73.06,33.15,"Post-modification"
"RMA3","concatenate175",15.04,43.73,21.08,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,2.91,"t20to25",FALSE,55.05,27.32,79.44,"Post-modification"
"RMA3","concatenate175",21.59,11.82,21.17,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.55,"t20to25",FALSE,55.05,39.22,21.47,"Post-modification"
"RMA3","concatenate175",7.75,38.27,21.25,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,4.94,"t20to25",FALSE,55.05,14.08,69.52,"Post-modification"
"RMA3","concatenate175",13.38,43.9,21.33,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,3.28,"t20to25",FALSE,55.05,24.31,79.75,"Post-modification"
"RMA3","concatenate175",9.46,36.93,21.42,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,3.9,"t20to25",FALSE,55.05,17.19,67.09,"Post-modification"
"RMA3","concatenate175",7.51,23.99,21.5,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,3.19,"t20to25",FALSE,55.05,13.64,43.58,"Post-modification"
"RMA3","concatenate175",17.02,53.03,21.58,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,3.12,"t20to25",FALSE,55.05,30.92,96.34,"Post-modification"
"RMA3","concatenate175",9.93,40.45,21.67,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,4.07,"t20to25",FALSE,55.05,18.04,73.48,"Post-modification"
"RMA3","concatenate175",7.81,9.03,21.83,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.16,"t20to25",FALSE,55.05,14.19,16.4,"Post-modification"
"RMA3","concatenate175",21.19,41.95,21.92,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.98,"t20to25",FALSE,55.05,38.49,76.21,"Post-modification"
"RMA3","concatenate175",32.84,17.58,22,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,0.54,"t20to25",FALSE,55.05,59.66,31.94,"Post-modification"
"RMA3","concatenate175",8.78,31.97,22.08,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,3.64,"t20to25",FALSE,55.05,15.95,58.08,"Post-modification"
"RMA3","concatenate175",15.58,16.19,22.17,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.04,"t20to25",FALSE,55.05,28.3,29.41,"Post-modification"
"RMA3","concatenate175",9.57,34.6,22.33,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,3.62,"t20to25",FALSE,55.05,17.39,62.86,"Post-modification"
"RMA3","concatenate175",8.71,36.78,22.42,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,4.22,"t20to25",FALSE,55.05,15.82,66.82,"Post-modification"
"RMA3","concatenate175",13.38,35.35,22.5,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,2.64,"t20to25",FALSE,55.05,24.31,64.22,"Post-modification"
"RMA3","concatenate175",14.75,32.45,22.58,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,2.2,"t20to25",FALSE,55.05,26.8,58.95,"Post-modification"
"RMA3","concatenate175",17.19,17.8,22.67,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,1.04,"t20to25",FALSE,55.05,31.23,32.34,"Post-modification"
"RMA3","concatenate175",14.47,34,22.75,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,2.35,"t20to25",FALSE,55.05,26.29,61.77,"Post-modification"
"RMA3","concatenate175",14.04,31.13,22.83,"2.1.2","Female",154.36,558.85,32,2,"Glutamate","Control","2","1.5, 1.6, 1.6, 1.6, 1.6, 1.6","flow rate very low, suction stopping intermittently during all recording","1",NA,2.22,"t20to25",FALSE,55.05,25.51,56.55,"Post-modification"
