"letter","ID","P1","P2","time","cell","sex","X","Y","age","animal","synapses","treatment","category","R_a","notes","days_alone","animal_or_slicing_problems","PPR","interval","baseline_range","baseline_mean","P1_transformed","P2_transformed","state"
"RMA9A","ConcatenateRMA9A",112.61,122.99,23.67,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",1.09,"t20to25",FALSE,148.93,75.61,82.58,"Post-modification"
"RMA9A","ConcatenateRMA9A",128.3,95.95,23.75,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",0.75,"t20to25",FALSE,148.93,86.15,64.42,"Post-modification"
"RMA9A","ConcatenateRMA9A",179.9,49.9,23.83,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",0.28,"t20to25",FALSE,148.93,120.79,33.5,"Post-modification"
"RMA9A","ConcatenateRMA9A",169.68,126.95,23.92,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",0.75,"t20to25",FALSE,148.93,113.93,85.24,"Post-modification"
"RMA9A","ConcatenateRMA9A",187.58,70.39,24,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",0.38,"t20to25",FALSE,148.93,125.95,47.26,"Post-modification"
"RMA9A","ConcatenateRMA9A",183.91,57.57,24.08,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",0.31,"t20to25",FALSE,148.93,123.48,38.65,"Post-modification"
"RMA9A","ConcatenateRMA9A",163.78,62.46,24.17,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",0.38,"t20to25",FALSE,148.93,109.97,41.94,"Post-modification"
"RMA9A","ConcatenateRMA9A",175.5,66.86,24.25,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",0.38,"t20to25",FALSE,148.93,117.84,44.89,"Post-modification"
"RMA9A","ConcatenateRMA9A",152.15,114.31,24.33,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",0.75,"t20to25",FALSE,148.93,102.16,76.75,"Post-modification"
"RMA9A","ConcatenateRMA9A",187.98,95.82,24.42,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",0.51,"t20to25",FALSE,148.93,126.22,64.34,"Post-modification"
"RMA9A","ConcatenateRMA9A",161.07,100.64,24.5,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",0.62,"t20to25",FALSE,148.93,108.15,67.57,"Post-modification"
"RMA9A","ConcatenateRMA9A",195.72,72.43,24.58,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",0.37,"t20to25",FALSE,148.93,131.41,48.63,"Post-modification"
"RMA9A","ConcatenateRMA9A",209.12,50.43,24.67,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",0.24,"t20to25",FALSE,148.93,140.41,33.86,"Post-modification"
"RMA9A","ConcatenateRMA9A",123.4,51.38,24.75,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",0.42,"t20to25",FALSE,148.93,82.86,34.5,"Post-modification"
"RMA9A","ConcatenateRMA9A",186.25,69.67,24.83,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",0.37,"t20to25",FALSE,148.93,125.06,46.78,"Post-modification"
"RMA9A","ConcatenateRMA9A",79.39,70.23,24.92,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",0.88,"t20to25",FALSE,148.93,53.31,47.16,"Post-modification"
"RMA9A","ConcatenateRMA9A",163.66,97.13,25,"9.1.2","Female",120.16,228.09,37,9,"Glutamate","AM251","2","1.2, 1.2, 1.2, 1.2, 1.2, 1.2","","0","acute animal 9 was fasted from like 10:30 to 2:30 on Monday but mostly asleep and easily reintergrated with the others",0.59,"t20to25",FALSE,148.93,109.89,65.22,"Post-modification"
"MR1","18712001",62.08,50.16,0,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.81,"t0to5",TRUE,64.9,95.65,77.29,"Baseline"
"MR1","18712001",66.18,49.4,0.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.75,"t0to5",TRUE,64.9,101.97,76.12,"Baseline"
"MR1","18712001",68.85,57.86,0.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.84,"t0to5",TRUE,64.9,106.08,89.15,"Baseline"
"MR1","18712001",68.65,47.45,0.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.69,"t0to5",TRUE,64.9,105.78,73.11,"Baseline"
"MR1","18712001",75.18,51.9,0.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.69,"t0to5",TRUE,64.9,115.84,79.97,"Baseline"
"MR1","18712001",79.64,62.73,0.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.79,"t0to5",TRUE,64.9,122.71,96.66,"Baseline"
"MR1","18712001",72.91,62.02,0.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.85,"t0to5",TRUE,64.9,112.34,95.56,"Baseline"
"MR1","18712001",78.27,69.53,0.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.89,"t0to5",TRUE,64.9,120.6,107.13,"Baseline"
"MR1","18712001",76.51,67.22,0.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.88,"t0to5",TRUE,64.9,117.89,103.57,"Baseline"
"MR1","18712001",95.61,67.56,0.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.71,"t0to5",TRUE,64.9,147.32,104.1,"Baseline"
"MR1","18712001",91.54,71.57,0.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.78,"t0to5",TRUE,64.9,141.05,110.28,"Baseline"
"MR1","18712001",96.16,61.54,0.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.64,"t0to5",TRUE,64.9,148.16,94.82,"Baseline"
"MR1","18712001",96.26,66.77,1,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.69,"t0to5",TRUE,64.9,148.32,102.88,"Baseline"
"MR1","18712001",81.74,60.77,1.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.74,"t0to5",TRUE,64.9,125.95,93.64,"Baseline"
"MR1","18712001",71.89,51.32,1.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.71,"t0to5",TRUE,64.9,110.77,79.07,"Baseline"
"MR1","18712001",76.76,58.13,1.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.76,"t0to5",TRUE,64.9,118.27,89.57,"Baseline"
"MR1","18712001",69.28,60.41,1.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.87,"t0to5",TRUE,64.9,106.75,93.08,"Baseline"
"MR1","18712001",61.91,46.63,1.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.75,"t0to5",TRUE,64.9,95.39,71.85,"Baseline"
"MR1","18712001",65.62,42.87,1.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.65,"t0to5",TRUE,64.9,101.11,66.05,"Baseline"
"MR1","18712001",59.14,40.69,1.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.69,"t0to5",TRUE,64.9,91.12,62.7,"Baseline"
"MR1","18712001",47.04,46.22,1.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.98,"t0to5",TRUE,64.9,72.48,71.22,"Baseline"
"MR1","18712001",57.24,42.58,1.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.74,"t0to5",TRUE,64.9,88.2,65.61,"Baseline"
"MR1","18712001",55.52,42.19,1.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.76,"t0to5",TRUE,64.9,85.55,65.01,"Baseline"
"MR1","18712001",55.1,38.21,1.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.69,"t0to5",TRUE,64.9,84.9,58.87,"Baseline"
"MR1","18712001",58.5,45.93,2,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.79,"t0to5",TRUE,64.9,90.14,70.77,"Baseline"
"MR1","18712001",73.97,40.7,2.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.55,"t0to5",TRUE,64.9,113.97,62.71,"Baseline"
"MR1","18712001",68.63,57.55,2.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.84,"t0to5",TRUE,64.9,105.75,88.67,"Baseline"
"MR1","18712001",72.82,54.44,2.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.75,"t0to5",TRUE,64.9,112.2,83.88,"Baseline"
"MR1","18712001",61.15,55.09,2.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.9,"t0to5",TRUE,64.9,94.22,84.88,"Baseline"
"MR1","18712001",59.56,49.43,2.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.83,"t0to5",TRUE,64.9,91.77,76.16,"Baseline"
"MR1","18712001",49.27,39.28,2.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.8,"t0to5",TRUE,64.9,75.92,60.52,"Baseline"
"MR1","18712001",43.48,37.22,2.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.86,"t0to5",TRUE,64.9,66.99,57.35,"Baseline"
"MR1","18712001",58.71,37.39,2.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.64,"t0to5",TRUE,64.9,90.46,57.61,"Baseline"
"MR1","18712001",63.11,44.8,2.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.71,"t0to5",TRUE,64.9,97.24,69.03,"Baseline"
"MR1","18712001",57.6,48.36,2.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.84,"t0to5",TRUE,64.9,88.75,74.51,"Baseline"
"MR1","18712001",56.68,40.73,2.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.72,"t0to5",TRUE,64.9,87.33,62.76,"Baseline"
"MR1","18712001",66.73,56.75,3,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.85,"t0to5",TRUE,64.9,102.82,87.44,"Baseline"
"MR1","18712001",65.59,43.87,3.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.67,"t0to5",TRUE,64.9,101.06,67.6,"Baseline"
"MR1","18712001",61.5,44.18,3.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.72,"t0to5",TRUE,64.9,94.76,68.07,"Baseline"
"MR1","18712001",73.39,56.5,3.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.77,"t0to5",TRUE,64.9,113.08,87.06,"Baseline"
"MR1","18712001",63.13,52.19,3.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.83,"t0to5",TRUE,64.9,97.27,80.42,"Baseline"
"MR1","18712001",58.01,44.2,3.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.76,"t0to5",TRUE,64.9,89.38,68.1,"Baseline"
"MR1","18712001",61.97,51.13,3.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.83,"t0to5",TRUE,64.9,95.48,78.78,"Baseline"
"MR1","18712001",52.96,47.73,3.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.9,"t0to5",TRUE,64.9,81.6,73.54,"Baseline"
"MR1","18712001",58.22,48.61,3.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.83,"t0to5",TRUE,64.9,89.71,74.9,"Baseline"
"MR1","18712001",64.25,47.73,3.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.74,"t0to5",TRUE,64.9,99,73.54,"Baseline"
"MR1","18712001",62.22,51.09,3.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.82,"t0to5",TRUE,64.9,95.87,78.72,"Baseline"
"MR1","18712001",60.72,54.09,3.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.89,"t0to5",TRUE,64.9,93.56,83.34,"Baseline"
"MR1","18712001",57.73,41.99,4,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.73,"t0to5",TRUE,64.9,88.95,64.7,"Baseline"
"MR1","18712001",59.8,41.4,4.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.69,"t0to5",TRUE,64.9,92.14,63.79,"Baseline"
"MR1","18712001",52.1,52.02,4.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",1,"t0to5",TRUE,64.9,80.28,80.15,"Baseline"
"MR1","18712001",58.02,44.54,4.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.77,"t0to5",TRUE,64.9,89.4,68.63,"Baseline"
"MR1","18712001",52.63,39.29,4.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.75,"t0to5",TRUE,64.9,81.09,60.54,"Baseline"
"MR1","18712001",57.76,44.03,4.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.76,"t0to5",TRUE,64.9,89,67.84,"Baseline"
"MR1","18712001",52.02,32.98,4.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.63,"t0to5",TRUE,64.9,80.15,50.82,"Baseline"
"MR1","18712001",65.74,41.28,4.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.63,"t0to5",TRUE,64.9,101.29,63.6,"Baseline"
"MR1","18712001",60.82,37.82,4.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.62,"t0to5",TRUE,64.9,93.71,58.27,"Baseline"
"MR1","18712001",40.47,31.47,4.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.78,"t0to5",TRUE,64.9,62.36,48.49,"Baseline"
"MR1","18712001",47.73,38.69,4.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.81,"t0to5",TRUE,64.9,73.54,59.61,"Baseline"
"MR1","18712001",48.47,34.04,4.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.7,"t0to5",TRUE,64.9,74.68,52.45,"Baseline"
"MR1","18712003",104.41,75.64,5,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",0.72,"t0to5",TRUE,64.9,160.88,116.55,"Baseline"
"MR1","18712005",4.03,18.27,22.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",4.53,"t20to25",FALSE,64.9,6.21,28.15,"Post-modification"
"MR1","18712005",6.86,17.62,22.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",2.57,"t20to25",FALSE,64.9,10.57,27.15,"Post-modification"
"MR1","18712005",5.19,18.87,22.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",3.64,"t20to25",FALSE,64.9,8,29.08,"Post-modification"
"MR1","18712005",5.53,19.05,24.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",3.44,"t20to25",FALSE,64.9,8.52,29.35,"Post-modification"
"MR1","18712005",4.83,12.25,24.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",2.54,"t20to25",FALSE,64.9,7.44,18.87,"Post-modification"
"MR1","18712005",1.5,7.24,24.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",4.83,"t20to25",FALSE,64.9,2.31,11.16,"Post-modification"
"MR1","18712005",2.66,5.64,24.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",2.12,"t20to25",FALSE,64.9,4.1,8.69,"Post-modification"
"MR1","18712005",2.94,5.3,25,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","","","","",1.8,"t20to25",FALSE,64.9,4.53,8.17,"Post-modification"
"MR10","21520030",29.28,27.45,0.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.94,"t0to5",TRUE,35.28,82.98,77.8,"Baseline"
"MR10","21520030",39.05,10.97,0.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.28,"t0to5",TRUE,35.28,110.67,31.09,"Baseline"
"MR10","21520030",32.95,9.76,0.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.3,"t0to5",TRUE,35.28,93.39,27.66,"Baseline"
"MR10","21520030",31.96,60.04,0.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",1.88,"t0to5",TRUE,35.28,90.58,170.16,"Baseline"
"MR10","21520030",11.36,46.15,0.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",4.06,"t0to5",TRUE,35.28,32.2,130.8,"Baseline"
"MR10","21520030",27.26,52.29,0.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",1.92,"t0to5",TRUE,35.28,77.26,148.2,"Baseline"
"MR10","21520030",80.4,38.9,0.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.48,"t0to5",TRUE,35.28,227.87,110.25,"Baseline"
"MR10","21520030",52.08,14.24,0.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.27,"t0to5",TRUE,35.28,147.6,40.36,"Baseline"
"MR10","21520030",29.98,56.83,0.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",1.9,"t0to5",TRUE,35.28,84.97,161.07,"Baseline"
"MR10","21520030",53.69,15.85,0.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.3,"t0to5",TRUE,35.28,152.17,44.92,"Baseline"
"MR10","21520030",23.08,25.52,0.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",1.11,"t0to5",TRUE,35.28,65.41,72.33,"Baseline"
"MR10","21520030",17.71,72.64,1,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",4.1,"t0to5",TRUE,35.28,50.19,205.87,"Baseline"
"MR10","21520030",54.05,34.52,1.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.64,"t0to5",TRUE,35.28,153.19,97.84,"Baseline"
"MR10","21520030",23.86,47.66,1.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",2,"t0to5",TRUE,35.28,67.62,135.08,"Baseline"
"MR10","21520030",37.21,16.46,1.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.44,"t0to5",TRUE,35.28,105.46,46.65,"Baseline"
"MR10","21520030",44.13,17.88,1.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.41,"t0to5",TRUE,35.28,125.07,50.68,"Baseline"
"MR10","21520030",55.62,23.88,1.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.43,"t0to5",TRUE,35.28,157.64,67.68,"Baseline"
"MR10","21520030",15.89,36.03,1.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",2.27,"t0to5",TRUE,35.28,45.04,102.12,"Baseline"
"MR10","21520030",57.37,39.06,1.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.68,"t0to5",TRUE,35.28,162.6,110.7,"Baseline"
"MR10","21520030",14.55,34.69,1.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",2.38,"t0to5",TRUE,35.28,41.24,98.32,"Baseline"
"MR10","21520030",23.99,31.31,1.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",1.31,"t0to5",TRUE,35.28,67.99,88.74,"Baseline"
"MR10","21520030",34.21,22.61,1.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.66,"t0to5",TRUE,35.28,96.96,64.08,"Baseline"
"MR10","21520030",9.91,7.47,2,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.75,"t0to5",TRUE,35.28,28.09,21.17,"Baseline"
"MR10","21520030",29.55,9.41,2.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.32,"t0to5",TRUE,35.28,83.75,26.67,"Baseline"
"MR10","21520030",58.14,74.62,2.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",1.28,"t0to5",TRUE,35.28,164.78,211.49,"Baseline"
"MR10","21520030",4.45,3.84,2.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.86,"t0to5",TRUE,35.28,12.61,10.88,"Baseline"
"MR10","21520030",32.02,43.62,2.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",1.36,"t0to5",TRUE,35.28,90.75,123.63,"Baseline"
"MR10","21520030",46.67,11.88,2.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.25,"t0to5",TRUE,35.28,132.27,33.67,"Baseline"
"MR10","21520030",33.02,27.53,2.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.83,"t0to5",TRUE,35.28,93.58,78.02,"Baseline"
"MR10","21520030",9.63,45.03,2.67,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",4.68,"t0to5",TRUE,35.28,27.29,127.62,"Baseline"
"MR10","21520030",76.23,20.08,2.75,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.26,"t0to5",TRUE,35.28,216.05,56.91,"Baseline"
"MR10","21520030",45.83,44.61,2.83,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.97,"t0to5",TRUE,35.28,129.89,126.43,"Baseline"
"MR10","21520030",35.83,32.17,2.92,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.9,"t0to5",TRUE,35.28,101.55,91.18,"Baseline"
"MR10","21520030",4.76,4.76,3,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",1,"t0to5",TRUE,35.28,13.49,13.49,"Baseline"
"MR10","21520030",44.63,6.79,3.08,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.15,"t0to5",TRUE,35.28,126.49,19.24,"Baseline"
"MR10","21520030",49.71,40.56,3.17,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.82,"t0to5",TRUE,35.28,140.89,114.95,"Baseline"
"MR10","21520030",5.46,5.46,3.25,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",1,"t0to5",TRUE,35.28,15.47,15.47,"Baseline"
"MR10","21520030",54.58,6.36,3.33,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.12,"t0to5",TRUE,35.28,154.69,18.03,"Baseline"
"MR10","21520030",39.76,71.49,3.42,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",1.8,"t0to5",TRUE,35.28,112.69,202.62,"Baseline"
"MR10","21520030",63.36,37.72,3.5,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.6,"t0to5",TRUE,35.28,179.57,106.91,"Baseline"
"MR10","21520030",35.13,18.04,3.58,"","Male",NA,NA,NA,NA,"Glutamate","Control","3","2.5, 2.9, 2.9, 3.4, 3.5, 3.9","","","",0.51,"t0to5",TRUE,35.28,99.56,51.13,"Baseline"
